_id,userInputs,sessionID,stationID,spaceID,siteID,clusterID,connectionTime,disconnectTime,kWhDelivered,doneChargingTime,timezone,userID,parsed_userID,parsed_milesRequested,parsed_WhPerMile,parsed_minutesAvailable,parsed_modifiedAt,parsed_paymentRequired,parsed_requestedDeparture,parsed_kWhRequested,parsed_sessionID,revisionCount,userInput_revisionCount,urgency_score,flexibility_index,habit_stability,grid_impact_proxy
5c46721ff9af8b2d64cb23f4,"[{'userID': 675, 'milesRequested': 30, 'WhPerMile': 313, 'minutesAvailable': 149, 'modifiedAt': 'Sat, 05 Jan 2019 15:52:16 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 18:20:36 GMT', 'kWhRequested': 9.39, 'sessionID': '2_39_139_28_2019-01-05 15:51:36.017459'}]",2_39_139_28_2019-01-05 15:51:36.017459,2-39-139-28,CA-303,2,39,"Sat, 05 Jan 2019 15:51:36 GMT","Sat, 05 Jan 2019 17:34:35 GMT",7.808,"Sat, 05 Jan 2019 17:34:32 GMT",America/Los_Angeles,675.0,675.0,30.0,313.0,149.0,2019-01-05 15:52:16,True,2019-01-05 18:20:36,9.39,2_39_139_28_2019-01-05 15:51:36.017459,1.0,0,66,0.2,0.8,low
5c46721ff9af8b2d64cb23f5,"[{'userID': 1083, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 330, 'modifiedAt': 'Sat, 05 Jan 2019 16:01:47 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 21:30:45 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_79_379_2019-01-05 16:00:44.984489'}]",2_39_79_379_2019-01-05 16:00:44.984489,2-39-79-379,CA-327,2,39,"Sat, 05 Jan 2019 16:00:45 GMT","Sat, 05 Jan 2019 23:11:16 GMT",5.121,"Sat, 05 Jan 2019 23:11:11 GMT",America/Los_Angeles,1083.0,1083.0,20.0,400.0,330.0,2019-01-05 16:01:47,True,2019-01-05 21:30:45,8.0,2_39_79_379_2019-01-05 16:00:44.984489,1.0,0,35,0.85,0.8,medium
5c46721ff9af8b2d64cb23f7,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 63, 'modifiedAt': 'Sat, 05 Jan 2019 18:14:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 19:16:42 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_91_437_2019-01-05 18:13:42.492305'}]",2_39_91_437_2019-01-05 18:13:42.492305,2-39-91-437,CA-317,2,39,"Sat, 05 Jan 2019 18:13:42 GMT","Sat, 05 Jan 2019 20:10:21 GMT",4.504,"Sat, 05 Jan 2019 19:52:09 GMT",America/Los_Angeles,743.0,743.0,20.0,400.0,63.0,2019-01-05 18:14:39,True,2019-01-05 19:16:42,8.0,2_39_91_437_2019-01-05 18:13:42.492305,1.0,0,73,0.85,0.9,high
5c46721ff9af8b2d64cb23f8,"[{'userID': 891, 'milesRequested': 20, 'WhPerMile': 300, 'minutesAvailable': 219, 'modifiedAt': 'Sat, 05 Jan 2019 18:20:55 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 21:59:28 GMT', 'kWhRequested': 6.0, 'sessionID': '2_39_138_29_2019-01-05 18:20:28.266831'}]",2_39_138_29_2019-01-05 18:20:28.266831,2-39-138-29,CA-304,2,39,"Sat, 05 Jan 2019 18:20:28 GMT","Sat, 05 Jan 2019 20:12:15 GMT",2.981,"Sat, 05 Jan 2019 19:32:17 GMT",America/Los_Angeles,891.0,891.0,20.0,300.0,219.0,2019-01-05 18:20:55,True,2019-01-05 21:59:28,6.0,2_39_138_29_2019-01-05 18:20:28.266831,1.0,0,63,0.81,0.83,low
5c46721ff9af8b2d64cb23f9,"[{'userID': 365, 'milesRequested': 30, 'WhPerMile': 333, 'minutesAvailable': 63, 'modifiedAt': 'Sat, 05 Jan 2019 18:36:50 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 19:39:04 GMT', 'kWhRequested': 9.99, 'sessionID': '2_39_131_30_2019-01-05 18:36:03.526833'}]",2_39_131_30_2019-01-05 18:36:03.526833,2-39-131-30,CA-305,2,39,"Sat, 05 Jan 2019 18:36:04 GMT","Sat, 05 Jan 2019 19:23:29 GMT",2.308,"Sat, 05 Jan 2019 19:23:22 GMT",America/Los_Angeles,365.0,365.0,30.0,333.0,63.0,2019-01-05 18:36:50,True,2019-01-05 19:39:04,9.99,2_39_131_30_2019-01-05 18:36:03.526833,1.0,0,80,0.7,0.8,high
5c46721ff9af8b2d64cb23fa,"[{'userID': 1133, 'milesRequested': 100, 'WhPerMile': 400, 'minutesAvailable': 348, 'modifiedAt': 'Sat, 05 Jan 2019 18:55:09 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 00:42:43 GMT', 'kWhRequested': 40.0, 'sessionID': '2_39_139_28_2019-01-05 18:54:42.549920'}]",2_39_139_28_2019-01-05 18:54:42.549920,2-39-139-28,CA-303,2,39,"Sat, 05 Jan 2019 18:54:43 GMT","Sat, 05 Jan 2019 20:29:33 GMT",5.451,"Sat, 05 Jan 2019 20:08:12 GMT",America/Los_Angeles,1133.0,1133.0,100.0,400.0,348.0,2019-01-05 18:55:09,True,2019-01-06 00:42:43,40.0,2_39_139_28_2019-01-05 18:54:42.549920,1.0,0,68,0.5,0.8,medium
5c46721ff9af8b2d64cb23fb,"[{'userID': 777, 'milesRequested': 40, 'WhPerMile': 600, 'minutesAvailable': 180, 'modifiedAt': 'Sat, 05 Jan 2019 19:25:45 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 22:25:45 GMT', 'kWhRequested': 24.0, 'sessionID': '2_39_83_386_2019-01-05 19:25:44.927488'}]",2_39_83_386_2019-01-05 19:25:44.927488,2-39-83-386,CA-212,2,39,"Sat, 05 Jan 2019 19:25:45 GMT","Sat, 05 Jan 2019 22:23:11 GMT",9.245,"Sat, 05 Jan 2019 22:23:07 GMT",America/Los_Angeles,777.0,777.0,40.0,600.0,180.0,2019-01-05 19:25:45,True,2019-01-05 22:25:45,24.0,2_39_83_386_2019-01-05 19:25:44.927488,1.0,0,85,0.875,0.8,high
5c46721ff9af8b2d64cb23fc,"[{'userID': 838, 'milesRequested': 70, 'WhPerMile': 433, 'minutesAvailable': 277, 'modifiedAt': 'Sat, 05 Jan 2019 19:38:53 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 00:14:49 GMT', 'kWhRequested': 30.31, 'sessionID': '2_39_131_30_2019-01-05 19:37:49.307057'}, {'userID': 838, 'milesRequested': 70, 'WhPerMile': 433, 'minutesAvailable': 278, 'modifiedAt': 'Sat, 05 Jan 2019 19:39:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 00:15:49 GMT', 'kWhRequested': 30.31, 'sessionID': '2_39_131_30_2019-01-05 19:37:49.307057'}]",2_39_131_30_2019-01-05 19:37:49.307057,2-39-131-30,CA-305,2,39,"Sat, 05 Jan 2019 19:37:49 GMT","Sun, 06 Jan 2019 00:20:09 GMT",15.672,"Sun, 06 Jan 2019 00:16:44 GMT",America/Los_Angeles,838.0,838.0,70.0,433.0,278.0,2019-01-05 19:39:08,True,2019-01-06 00:15:49,30.31,2_39_131_30_2019-01-05 19:37:49.307057,2.0,0,68,0.96,0.8,high
5c46721ff9af8b2d64cb23fd,"[{'userID': 609, 'milesRequested': 20, 'WhPerMile': 357, 'minutesAvailable': 122, 'modifiedAt': 'Sat, 05 Jan 2019 20:37:58 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 22:37:47 GMT', 'kWhRequested': 7.14, 'sessionID': '2_39_139_28_2019-01-05 20:35:47.242130'}, {'userID': 609, 'milesRequested': 20, 'WhPerMile': 357, 'minutesAvailable': 124, 'modifiedAt': 'Sat, 05 Jan 2019 20:38:54 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 22:39:47 GMT', 'kWhRequested': 7.14, 'sessionID': '2_39_139_28_2019-01-05 20:35:47.242130'}, {'userID': 609, 'milesRequested': 100, 'WhPerMile': 357, 'minutesAvailable': 125, 'modifiedAt': 'Sat, 05 Jan 2019 20:39:09 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 22:40:47 GMT', 'kWhRequested': 35.7, 'sessionID': '2_39_139_28_2019-01-05 20:35:47.242130'}]",2_39_139_28_2019-01-05 20:35:47.242130,2-39-139-28,CA-303,2,39,"Sat, 05 Jan 2019 20:35:47 GMT","Sat, 05 Jan 2019 22:14:44 GMT",5.29,"Sat, 05 Jan 2019 21:28:17 GMT",America/Los_Angeles,609.0,609.0,100.0,357.0,125.0,2019-01-05 20:39:09,True,2019-01-05 22:40:47,35.7,2_39_139_28_2019-01-05 20:35:47.242130,3.0,0,85,0.16,0.4,high
5c46721ff9af8b2d64cb23fe,"[{'userID': 1161, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 102, 'modifiedAt': 'Sat, 05 Jan 2019 20:43:28 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sat, 05 Jan 2019 22:25:26 GMT', 'kWhRequested': 16.0, 'sessionID': '2_39_138_29_2019-01-05 20:43:25.597843'}]",2_39_138_29_2019-01-05 20:43:25.597843,2-39-138-29,CA-304,2,39,"Sat, 05 Jan 2019 20:43:26 GMT","Sat, 05 Jan 2019 22:07:45 GMT",4.233,"Sat, 05 Jan 2019 22:07:41 GMT",America/Los_Angeles,1161.0,1161.0,40.0,400.0,102.0,2019-01-05 20:43:28,True,2019-01-05 22:25:26,16.0,2_39_138_29_2019-01-05 20:43:25.597843,1.0,0,64,0.744,0.8,medium
5c46721ff9af8b2d64cb23ff,"[{'userID': 1366, 'milesRequested': 20, 'WhPerMile': 600, 'minutesAvailable': 147, 'modifiedAt': 'Sun, 06 Jan 2019 00:50:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 03:15:57 GMT', 'kWhRequested': 12.0, 'sessionID': '2_39_129_17_2019-01-06 00:48:56.829773'}]",2_39_129_17_2019-01-06 00:48:56.829773,2-39-129-17,CA-307,2,39,"Sun, 06 Jan 2019 00:48:57 GMT","Sun, 06 Jan 2019 02:49:28 GMT",2.485,"Sun, 06 Jan 2019 01:51:32 GMT",America/Los_Angeles,1366.0,1366.0,20.0,600.0,147.0,2019-01-06 00:50:12,True,2019-01-06 03:15:57,12.0,2_39_129_17_2019-01-06 00:48:56.829773,1.0,0,33,0.71,0.8,medium
5c46721ff9af8b2d64cb2400,"[{'userID': 1309, 'milesRequested': 60, 'WhPerMile': 450, 'minutesAvailable': 55, 'modifiedAt': 'Sun, 06 Jan 2019 01:19:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 02:12:45 GMT', 'kWhRequested': 27.0, 'sessionID': '2_39_139_28_2019-01-06 01:17:44.814975'}]",2_39_139_28_2019-01-06 01:17:44.814975,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 01:17:45 GMT","Sun, 06 Jan 2019 01:49:28 GMT",2.831,"Sun, 06 Jan 2019 01:49:24 GMT",America/Los_Angeles,1309.0,1309.0,60.0,450.0,55.0,2019-01-06 01:19:12,True,2019-01-06 02:12:45,27.0,2_39_139_28_2019-01-06 01:17:44.814975,1.0,0,96,0.41,0.53,low
5c46721ff9af8b2d64cb2401,"[{'userID': 1135, 'milesRequested': 50, 'WhPerMile': 400, 'minutesAvailable': 224, 'modifiedAt': 'Sun, 06 Jan 2019 02:21:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 06:05:12 GMT', 'kWhRequested': 20.0, 'sessionID': '2_39_79_378_2019-01-06 02:21:12.017672'}]",2_39_79_378_2019-01-06 02:21:12.017672,2-39-79-378,CA-326,2,39,"Sun, 06 Jan 2019 02:21:12 GMT","Sun, 06 Jan 2019 18:09:10 GMT",16.19,"Sun, 06 Jan 2019 07:16:49 GMT",America/Los_Angeles,1135.0,1135.0,50.0,400.0,224.0,2019-01-06 02:21:27,True,2019-01-06 06:05:12,20.0,2_39_79_378_2019-01-06 02:21:12.017672,1.0,0,67,0.19,0.8,medium
5c46721ff9af8b2d64cb2402,"[{'userID': 781, 'milesRequested': 20, 'WhPerMile': 357, 'minutesAvailable': 52, 'modifiedAt': 'Sun, 06 Jan 2019 02:27:50 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 03:18:38 GMT', 'kWhRequested': 7.14, 'sessionID': '2_39_139_28_2019-01-06 02:26:38.381315'}]",2_39_139_28_2019-01-06 02:26:38.381315,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 02:26:38 GMT","Sun, 06 Jan 2019 04:11:12 GMT",5.88,"Sun, 06 Jan 2019 04:11:07 GMT",America/Los_Angeles,781.0,781.0,20.0,357.0,52.0,2019-01-06 02:27:50,True,2019-01-06 03:18:38,7.14,2_39_139_28_2019-01-06 02:26:38.381315,1.0,0,13,0.85,0.8,low
5c47c3a0f9af8b39b54e4252,"[{'userID': 248, 'milesRequested': 50, 'WhPerMile': 250, 'minutesAvailable': 126, 'modifiedAt': 'Sun, 06 Jan 2019 17:57:08 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 20:02:46 GMT', 'kWhRequested': 12.5, 'sessionID': '2_39_139_28_2019-01-06 17:56:46.089550'}]",2_39_139_28_2019-01-06 17:56:46.089550,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 17:56:46 GMT","Sun, 06 Jan 2019 20:02:44 GMT",12.372,"Sun, 06 Jan 2019 20:01:21 GMT",America/Los_Angeles,248.0,248.0,50.0,250.0,126.0,2019-01-06 17:57:08,True,2019-01-06 20:02:46,12.5,2_39_139_28_2019-01-06 17:56:46.089550,1.0,0,16,0.7,0.8,medium
5c47c3a0f9af8b39b54e4253,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 57, 'modifiedAt': 'Sun, 06 Jan 2019 18:12:02 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 19:08:42 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_89_25_2019-01-06 18:11:42.318549'}]",2_39_89_25_2019-01-06 18:11:42.318549,2-39-89-25,CA-315,2,39,"Sun, 06 Jan 2019 18:11:42 GMT","Sun, 06 Jan 2019 19:25:32 GMT",3.985,"Sun, 06 Jan 2019 19:25:27 GMT",America/Los_Angeles,743.0,743.0,20.0,400.0,57.0,2019-01-06 18:12:02,True,2019-01-06 19:08:42,8.0,2_39_89_25_2019-01-06 18:11:42.318549,1.0,0,46,0.79,0.83,high
5c47c3a0f9af8b39b54e4254,"[{'userID': 1142, 'milesRequested': 30, 'WhPerMile': 400, 'minutesAvailable': 324, 'modifiedAt': 'Sun, 06 Jan 2019 20:07:15 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 01:30:29 GMT', 'kWhRequested': 12.0, 'sessionID': '2_39_79_380_2019-01-06 20:06:29.177954'}]",2_39_79_380_2019-01-06 20:06:29.177954,2-39-79-380,CA-489,2,39,"Sun, 06 Jan 2019 20:06:29 GMT","Mon, 07 Jan 2019 01:45:11 GMT",12.244,"Mon, 07 Jan 2019 01:17:55 GMT",America/Los_Angeles,1142.0,1142.0,30.0,400.0,324.0,2019-01-06 20:07:15,True,2019-01-07 01:30:29,12.0,2_39_79_380_2019-01-06 20:06:29.177954,1.0,0,56,1.0,0.85,low
5c47c3a0f9af8b39b54e4255,"[{'userID': 1133, 'milesRequested': 100, 'WhPerMile': 400, 'minutesAvailable': 348, 'modifiedAt': 'Sun, 06 Jan 2019 20:11:39 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 01:59:28 GMT', 'kWhRequested': 40.0, 'sessionID': '2_39_139_28_2019-01-06 20:11:28.392115'}]",2_39_139_28_2019-01-06 20:11:28.392115,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 20:11:28 GMT","Sun, 06 Jan 2019 20:36:20 GMT",2.59,"Sun, 06 Jan 2019 20:36:14 GMT",America/Los_Angeles,1133.0,1133.0,100.0,400.0,348.0,2019-01-06 20:11:39,True,2019-01-07 01:59:28,40.0,2_39_139_28_2019-01-06 20:11:28.392115,1.0,0,73,0.4745,0.8,high
5c47c3a0f9af8b39b54e4256,"[{'userID': 1161, 'milesRequested': 40, 'WhPerMile': 400, 'minutesAvailable': 102, 'modifiedAt': 'Sun, 06 Jan 2019 20:41:27 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 22:23:26 GMT', 'kWhRequested': 16.0, 'sessionID': '2_39_139_28_2019-01-06 20:41:25.648191'}]",2_39_139_28_2019-01-06 20:41:25.648191,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 20:41:26 GMT","Sun, 06 Jan 2019 21:59:55 GMT",4.027,"Sun, 06 Jan 2019 21:59:50 GMT",America/Los_Angeles,1161.0,1161.0,40.0,400.0,102.0,2019-01-06 20:41:27,True,2019-01-06 22:23:26,16.0,2_39_139_28_2019-01-06 20:41:25.648191,1.0,0,100,0.33,0.9,medium
5c47c3a0f9af8b39b54e4257,"[{'userID': 1039, 'milesRequested': 230, 'WhPerMile': 271, 'minutesAvailable': 201, 'modifiedAt': 'Sun, 06 Jan 2019 20:43:30 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 00:03:33 GMT', 'kWhRequested': 62.33, 'sessionID': '2_39_79_382_2019-01-06 20:42:32.560960'}]",2_39_79_382_2019-01-06 20:42:32.560960,2-39-79-382,CA-491,2,39,"Sun, 06 Jan 2019 20:42:33 GMT","Sun, 06 Jan 2019 23:03:32 GMT",15.11,"Sun, 06 Jan 2019 23:03:27 GMT",America/Los_Angeles,1039.0,1039.0,230.0,271.0,201.0,2019-01-06 20:43:30,True,2019-01-07 00:03:33,62.33,2_39_79_382_2019-01-06 20:42:32.560960,1.0,0,88,0.43,0.85,high
5c47c3a0f9af8b39b54e4258,"[{'userID': 609, 'milesRequested': 100, 'WhPerMile': 200, 'minutesAvailable': 122, 'modifiedAt': 'Sun, 06 Jan 2019 20:47:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 22:48:47 GMT', 'kWhRequested': 20.0, 'sessionID': '2_39_130_31_2019-01-06 20:46:46.864177'}, {'userID': 609, 'milesRequested': 100, 'WhPerMile': 200, 'minutesAvailable': 123, 'modifiedAt': 'Sun, 06 Jan 2019 20:48:17 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 22:49:47 GMT', 'kWhRequested': 20.0, 'sessionID': '2_39_130_31_2019-01-06 20:46:46.864177'}]",2_39_130_31_2019-01-06 20:46:46.864177,2-39-130-31,CA-306,2,39,"Sun, 06 Jan 2019 20:46:47 GMT","Sun, 06 Jan 2019 22:32:12 GMT",4.54,"Sun, 06 Jan 2019 21:30:00 GMT",America/Los_Angeles,609.0,609.0,100.0,200.0,123.0,2019-01-06 20:48:17,True,2019-01-06 22:49:47,20.0,2_39_130_31_2019-01-06 20:46:46.864177,2.0,0,70,0.32,0.54,high
5c47c3a0f9af8b39b54e4259,"[{'userID': 1083, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 325, 'modifiedAt': 'Sun, 06 Jan 2019 21:06:35 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 02:30:56 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_79_379_2019-01-06 21:05:56.013305'}]",2_39_79_379_2019-01-06 21:05:56.013305,2-39-79-379,CA-327,2,39,"Sun, 06 Jan 2019 21:05:56 GMT","Mon, 07 Jan 2019 01:50:51 GMT",3.271,"Sun, 06 Jan 2019 22:13:03 GMT",America/Los_Angeles,1083.0,1083.0,20.0,400.0,325.0,2019-01-06 21:06:35,True,2019-01-07 02:30:56,8.0,2_39_79_379_2019-01-06 21:05:56.013305,1.0,0,51,0.42,0.605,medium
5c47c3a0f9af8b39b54e425a,"[{'userID': 1309, 'milesRequested': 60, 'WhPerMile': 450, 'minutesAvailable': 55, 'modifiedAt': 'Sun, 06 Jan 2019 22:07:17 GMT', 'paymentRequired': True, 'requestedDeparture': 'Sun, 06 Jan 2019 22:59:03 GMT', 'kWhRequested': 27.0, 'sessionID': '2_39_139_28_2019-01-06 22:04:02.916180'}]",2_39_139_28_2019-01-06 22:04:02.916180,2-39-139-28,CA-303,2,39,"Sun, 06 Jan 2019 22:04:03 GMT","Sun, 06 Jan 2019 22:54:14 GMT",3.753,"Sun, 06 Jan 2019 22:54:09 GMT",America/Los_Angeles,1309.0,1309.0,60.0,450.0,55.0,2019-01-06 22:07:17,True,2019-01-06 22:59:03,27.0,2_39_139_28_2019-01-06 22:04:02.916180,1.0,0,85,0.14,0.8,high
5c47c3a0f9af8b39b54e425b,"[{'userID': 754, 'milesRequested': 50, 'WhPerMile': 300, 'minutesAvailable': 170, 'modifiedAt': 'Sun, 06 Jan 2019 23:05:04 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 01:54:59 GMT', 'kWhRequested': 15.0, 'sessionID': '2_39_125_21_2019-01-06 23:04:59.148776'}]",2_39_125_21_2019-01-06 23:04:59.148776,2-39-125-21,CA-311,2,39,"Sun, 06 Jan 2019 23:04:59 GMT","Mon, 07 Jan 2019 04:35:55 GMT",13.348,"Mon, 07 Jan 2019 01:18:26 GMT",America/Los_Angeles,754.0,754.0,50.0,300.0,170.0,2019-01-06 23:05:04,True,2019-01-07 01:54:59,15.0,2_39_125_21_2019-01-06 23:04:59.148776,1.0,0,54,0.46,0.8,low
5c47c3a0f9af8b39b54e425c,"[{'userID': 637, 'milesRequested': 140, 'WhPerMile': 283, 'minutesAvailable': 96, 'modifiedAt': 'Sun, 06 Jan 2019 23:19:18 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 00:54:28 GMT', 'kWhRequested': 39.62, 'sessionID': '2_39_131_30_2019-01-06 23:18:28.240043'}]",2_39_131_30_2019-01-06 23:18:28.240043,2-39-131-30,CA-305,2,39,"Sun, 06 Jan 2019 23:18:28 GMT","Mon, 07 Jan 2019 00:55:52 GMT",9.501,"Mon, 07 Jan 2019 00:55:48 GMT",America/Los_Angeles,637.0,637.0,140.0,283.0,96.0,2019-01-06 23:19:18,True,2019-01-07 00:54:28,39.62,2_39_131_30_2019-01-06 23:18:28.240043,1.0,0,76,0.24,0.9,low
5c47c3a0f9af8b39b54e425d,"[{'userID': 160, 'milesRequested': 300, 'WhPerMile': 200, 'minutesAvailable': 713, 'modifiedAt': 'Mon, 07 Jan 2019 00:41:26 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 12:33:14 GMT', 'kWhRequested': 60.0, 'sessionID': '2_39_139_28_2019-01-07 00:40:13.710715'}]",2_39_139_28_2019-01-07 00:40:13.710715,2-39-139-28,CA-303,2,39,"Mon, 07 Jan 2019 00:40:14 GMT","Mon, 07 Jan 2019 16:08:24 GMT",56.728,"Mon, 07 Jan 2019 09:35:18 GMT",America/Los_Angeles,160.0,160.0,300.0,200.0,713.0,2019-01-07 00:41:26,True,2019-01-07 12:33:14,60.0,2_39_139_28_2019-01-07 00:40:13.710715,1.0,0,12,0.75,0.85,low
5c47c3a0f9af8b39b54e425e,"[{'userID': 1286, 'milesRequested': 100, 'WhPerMile': 400, 'minutesAvailable': 720, 'modifiedAt': 'Mon, 07 Jan 2019 03:45:48 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 15:44:35 GMT', 'kWhRequested': 40.0, 'sessionID': '2_39_79_380_2019-01-07 03:44:35.495065'}, {'userID': 1286, 'milesRequested': 140, 'WhPerMile': 250, 'minutesAvailable': 663, 'modifiedAt': 'Mon, 07 Jan 2019 09:25:01 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 14:47:35 GMT', 'kWhRequested': 35.0, 'sessionID': '2_39_79_380_2019-01-07 03:44:35.495065'}, {'userID': 1286, 'milesRequested': 140, 'WhPerMile': 250, 'minutesAvailable': 663, 'modifiedAt': 'Mon, 07 Jan 2019 09:26:53 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 14:47:35 GMT', 'kWhRequested': 35.0, 'sessionID': '2_39_79_380_2019-01-07 03:44:35.495065'}]",2_39_79_380_2019-01-07 03:44:35.495065,2-39-79-380,CA-489,2,39,"Mon, 07 Jan 2019 03:44:35 GMT","Mon, 07 Jan 2019 16:29:23 GMT",36.285,"Mon, 07 Jan 2019 09:33:08 GMT",America/Los_Angeles,1286.0,1286.0,140.0,250.0,663.0,2019-01-07 09:26:53,True,2019-01-07 14:47:35,35.0,2_39_79_380_2019-01-07 03:44:35.495065,3.0,0,38,0.9,0.55,low
5c49152ff9af8b42baad53d1,"[{'userID': 556, 'milesRequested': 210, 'WhPerMile': 300, 'minutesAvailable': 521, 'modifiedAt': 'Mon, 07 Jan 2019 13:51:12 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 22:32:00 GMT', 'kWhRequested': 63.0, 'sessionID': '2_39_127_19_2019-01-07 13:50:59.641869'}]",2_39_127_19_2019-01-07 13:50:59.641869,2-39-127-19,CA-309,2,39,"Mon, 07 Jan 2019 13:51:00 GMT","Mon, 07 Jan 2019 22:41:37 GMT",49.663,"Mon, 07 Jan 2019 22:41:32 GMT",America/Los_Angeles,556.0,556.0,210.0,300.0,521.0,2019-01-07 13:51:12,True,2019-01-07 22:32:00,63.0,2_39_127_19_2019-01-07 13:50:59.641869,1.0,0,42,0.79,0.8,medium
5c49152ff9af8b42baad53d2,"[{'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 57, 'modifiedAt': 'Mon, 07 Jan 2019 14:05:31 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 15:02:12 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_89_25_2019-01-07 14:05:12.217769'}, {'userID': 743, 'milesRequested': 20, 'WhPerMile': 400, 'minutesAvailable': 77, 'modifiedAt': 'Mon, 07 Jan 2019 14:26:25 GMT', 'paymentRequired': True, 'requestedDeparture': 'Mon, 07 Jan 2019 15:22:12 GMT', 'kWhRequested': 8.0, 'sessionID': '2_39_89_25_2019-01-07 14:05:12.217769'}]",2_39_89_25_2019-01-07 14:05:12.217769,2-39-89-25,CA-315,2,39,"Mon, 07 Jan 2019 14:05:12 GMT","Mon, 07 Jan 2019 15:32:49 GMT",4.86,"Mon, 07 Jan 2019 15:32:48 GMT",America/Los_Angeles,743.0,743.0,20.0,400.0,77.0,2019-01-07 14:26:25,True,2019-01-07 15:22:12,8.0,2_39_89_25_2019-01-07 14:05:12.217769,2.0,0,30,1.0,0.6,medium
